Protein,Protein Description,Protein Gene,AD01_121315_D5_42 Sum Normalized Area,AD02_121676_D8_64 Sum Normalized Area,AD03_131182_E5_19 Sum Normalized Area,AD04_131136_E6_04 Sum Normalized Area,AD05_131127_E7_61 Sum Normalized Area,AD06_131086_D4_29 Sum Normalized Area,AD07_121663_D7_39 Sum Normalized Area,AD08_131027_E2_13 Sum Normalized Area,AD09_131040_E4_54 Sum Normalized Area,AD10_131282_E8_17 Sum Normalized Area,BatchQC_CP01_21 Sum Normalized Area,BatchQC_CP02_63 Sum Normalized Area,BatchQC_CP03_45 Sum Normalized Area,BatchQC_CP04_10 Sum Normalized Area,BatchRef_KP01_56 Sum Normalized Area,BatchRef_KP02_47 Sum Normalized Area,BatchRef_KP03_25 Sum Normalized Area,BatchRef_KP04_07 Sum Normalized Area,HC01_141076_A7_24 Sum Normalized Area,HC02_141337_C3_53 Sum Normalized Area,HC03_121255_D2_08 Sum Normalized Area,HC04_121321_D6_50 Sum Normalized Area,HC05_131028_E3_18 Sum Normalized Area,HC06_141346_A5_11 Sum Normalized Area,HC07_141210_C7_43 Sum Normalized Area,HC08_141198_C8_14 Sum Normalized Area,HC09_111402_D3_41 Sum Normalized Area,HC10_131248_F2_52 Sum Normalized Area,PDD01_141132_A8_46 Sum Normalized Area,PDD02_141202_B3_28 Sum Normalized Area,PDD03_815_F7_03 Sum Normalized Area,PDD04_1089_F8_60 Sum Normalized Area,PDD05_141365_A4_49 Sum Normalized Area,PDD06_131379_B5_59 Sum Normalized Area,PDD07_131387_B6_27 Sum Normalized Area,PDD08_141335_C2_38 Sum Normalized Area,PDD09_121343_C5_06 Sum Normalized Area,PDD10_PST18-0089_F6_20 Sum Normalized Area,PD-noMCI01_141226_B4_48 Sum Normalized Area,PD-noMCI02_141374_B8_40 Sum Normalized Area,PD-noMCI03_131326_C4_15 Sum Normalized Area,PD-noMCI04_141312_C6_55 Sum Normalized Area,PD-noMCI05_141366_F3_57 Sum Normalized Area,PD-noMCI06_131175_A2_12 Sum Normalized Area,PD-noMCI07_131201_A3_22 Sum Normalized Area,PD-noMCI08_141097_A6_26 Sum Normalized Area,PD-noMCI09_141127_B2_62 Sum Normalized Area,PD-noMCI10_131355_B7_05 Sum Normalized Area
sp|Q13361|MFAP5_HUMAN,Microfibrillar-associated protein 5 OS=Homo sapiens OX=9606 GN=MFAP5 PE=1 SV=1,MFAP5,5.7625E+6,7.0570E+6,6.4769E+6,1.7523E+7,2.0347E+7,2.7520E+7,8.8566E+6,8.5163E+7,4.2496E+7,2.3341E+7,1.2851E+7,1.9520E+7,1.6909E+7,1.6442E+7,6.7137E+6,7.8741E+6,7.5191E+6,4.6020E+6,1.8605E+7,2.9048E+6,1.0814E+7,1.7268E+7,1.3399E+7,3.9753E+6,3.4284E+6,4.6415E+6,2.7716E+7,2.3922E+7,9.7464E+6,5.1112E+6,3.7755E+6,2.8774E+6,4.6584E+6,7.5943E+6,9.4438E+6,3.4506E+6,7.7944E+6,2.1192E+7,3.2507E+6,9.6461E+6,2.6123E+6,2.3552E+6,7.5934E+6,8.9766E+6,4.5010E+6,2.7831E+6,3.9056E+6,4.5135E+6
sp|Q13509|TBB3_HUMAN,Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2,TUBB3,3.5443E+9,2.8648E+9,2.8284E+9,2.9694E+9,3.0064E+9,3.0274E+9,2.8162E+9,2.5083E+9,3.0396E+9,2.9504E+9,3.3501E+9,3.4408E+9,3.2391E+9,3.2066E+9,2.7854E+9,2.7818E+9,2.6575E+9,2.9059E+9,2.7810E+9,2.9209E+9,2.8831E+9,3.2522E+9,2.8774E+9,3.0834E+9,2.8722E+9,2.7743E+9,2.9018E+9,2.4176E+9,2.5550E+9,2.8031E+9,3.0836E+9,2.4166E+9,3.4910E+9,2.5058E+9,3.2073E+9,2.7261E+9,2.9566E+9,3.0148E+9,3.2801E+9,2.6185E+9,2.4390E+9,3.1491E+9,3.0334E+9,2.7015E+9,2.8682E+9,2.7498E+9,3.1293E+9,3.1993E+9
sp|Q15067|ACOX1_HUMAN,Peroxisomal acyl-coenzyme A oxidase 1 OS=Homo sapiens OX=9606 GN=ACOX1 PE=1 SV=3,ACOX1,4.0208E+6,4.1415E+6,6.1690E+6,1.3489E+7,7.9625E+6,1.3192E+7,3.0686E+6,1.2886E+7,5.6354E+6,5.9945E+6,1.0063E+7,4.2503E+6,1.9473E+7,7.5645E+6,5.7028E+6,4.3175E+6,5.2840E+6,4.4716E+6,2.2422E+7,4.4100E+6,7.0829E+6,9.0643E+6,1.2201E+7,6.8478E+6,3.5283E+6,4.6482E+6,6.1443E+6,4.4545E+7,4.0825E+6,3.8072E+6,5.1356E+6,3.5465E+6,4.1506E+6,5.1917E+6,6.7623E+6,4.5698E+6,8.4730E+6,7.2985E+6,3.7871E+6,3.5816E+6,8.9562E+6,6.1961E+6,5.3393E+6,5.7745E+6,5.4392E+6,4.5445E+6,5.5937E+6,4.8051E+6
sp|Q96TC7|RMD3_HUMAN,Regulator of microtubule dynamics protein 3 OS=Homo sapiens OX=9606 GN=RMDN3 PE=1 SV=2,RMDN3,8.7037E+4,1.9501E+5,4.7456E+5,1.9145E+6,3.5295E+5,5.9521E+5,5.9942E+5,4.1274E+6,3.7449E+5,5.4926E+5,6.5070E+5,8.3912E+4,7.5279E+5,4.9554E+5,2.6807E+5,3.6326E+5,3.2052E+5,5.1883E+5,3.2219E+5,5.4560E+5,1.2003E+6,1.0699E+6,4.7624E+5,7.4137E+5,5.7084E+5,2.2288E+5,5.6645E+5,1.3159E+6,4.9851E+5,4.9070E+5,4.8246E+5,3.4518E+5,4.0022E+5,4.9034E+5,5.2429E+5,5.6928E+5,1.3303E+6,2.1976E+6,4.8831E+5,3.7534E+5,6.4155E+5,7.3906E+5,5.8740E+5,7.0355E+5,7.4708E+5,4.0789E+5,4.9810E+5,1.0192E+6
sp|Q9NPG3|UBN1_HUMAN,Ubinuclein-1 OS=Homo sapiens OX=9606 GN=UBN1 PE=1 SV=2,UBN1,2.3265E+6,3.8378E+6,2.2034E+6,2.5509E+6,2.5978E+6,5.5631E+6,2.4667E+6,1.7096E+6,2.9981E+6,2.0496E+6,2.2736E+6,2.0784E+6,2.3400E+6,1.8595E+6,2.5712E+6,2.2329E+6,2.5329E+6,2.7984E+6,3.0530E+6,2.3467E+6,3.1038E+6,2.3874E+6,2.2516E+6,2.1166E+6,2.5461E+6,2.4834E+6,3.4863E+6,2.0810E+6,1.8525E+6,2.6987E+6,2.5659E+6,2.1540E+6,2.3478E+6,2.2231E+6,1.8797E+6,1.9588E+6,2.8211E+6,3.0416E+6,2.5131E+6,2.1661E+6,2.7226E+6,2.1644E+6,2.7838E+6,2.9335E+6,2.5201E+6,2.1376E+6,2.3384E+6,2.0878E+6
sp|Q9UBM7|DHCR7_HUMAN,7-dehydrocholesterol reductase OS=Homo sapiens OX=9606 GN=DHCR7 PE=1 SV=1,DHCR7,4.9259E+7,4.0909E+7,1.6921E+7,2.0747E+7,7.3877E+7,3.0221E+7,8.1303E+6,4.9925E+7,5.5484E+7,4.4791E+7,7.8410E+6,5.4546E+7,5.6372E+6,1.2674E+7,2.7137E+7,6.7892E+6,4.9519E+6,2.8050E+6,1.5056E+7,2.6652E+6,1.1910E+7,1.3799E+7,3.4674E+7,1.0028E+7,3.2850E+7,2.3426E+6,1.0721E+8,5.2001E+7,8.3552E+6,2.0814E+7,1.3530E+7,1.9517E+6,1.3442E+7,1.2725E+7,5.1236E+7,6.9843E+6,4.5736E+7,9.1880E+7,2.4761E+7,3.9986E+6,4.1072E+6,5.9879E+6,7.4955E+6,1.1840E+7,5.2040E+6,4.5290E+6,1.7431E+7,4.5185E+6
sp|O00194|RB27B_HUMAN,Ras-related protein Rab-27B OS=Homo sapiens OX=9606 GN=RAB27B PE=1 SV=4,RAB27B,3.2603E+8,3.2741E+8,2.8457E+8,2.6991E+8,2.5965E+8,3.0827E+8,2.7841E+8,2.3764E+8,3.1793E+8,2.7064E+8,3.3392E+8,3.2085E+8,2.8561E+8,3.2062E+8,2.9019E+8,2.8222E+8,2.7690E+8,2.9871E+8,2.7358E+8,3.1387E+8,2.9503E+8,3.1242E+8,2.5473E+8,2.9230E+8,3.1253E+8,2.4973E+8,2.2756E+8,1.9445E+8,2.5002E+8,2.7332E+8,3.2974E+8,2.5716E+8,3.4909E+8,2.7799E+8,2.8973E+8,2.8949E+8,2.7714E+8,2.2319E+8,3.2214E+8,2.7166E+8,2.8662E+8,2.9368E+8,2.7281E+8,2.8194E+8,3.0080E+8,3.0707E+8,3.0342E+8,3.4849E+8
sp|O75368|SH3L1_HUMAN,SH3 domain-binding glutamic acid-rich-like protein OS=Homo sapiens OX=9606 GN=SH3BGRL PE=1 SV=1,SH3BGRL,1.0214E+7,1.0454E+7,1.2186E+7,1.4132E+7,1.2123E+7,1.0061E+7,1.6179E+7,1.6828E+7,8.5651E+6,1.0018E+7,7.0948E+6,3.8278E+6,5.0550E+6,1.3952E+6,1.0878E+7,1.2148E+7,1.1040E+7,1.1076E+7,1.0428E+7,1.2394E+7,4.8352E+6,4.3399E+6,9.9735E+6,7.2717E+6,1.2987E+7,1.4426E+7,1.3003E+7,9.4997E+6,1.0816E+7,1.3079E+7,8.8340E+6,1.6052E+7,7.8772E+6,1.0937E+7,1.0301E+7,1.1183E+7,9.3810E+6,1.1638E+7,1.0955E+7,1.2601E+7,1.3077E+7,1.0595E+7,1.6772E+7,1.0101E+7,9.3696E+6,1.2343E+7,1.9252E+7,8.3778E+6
sp|P06241|FYN_HUMAN,Tyrosine-protein kinase Fyn OS=Homo sapiens OX=9606 GN=FYN PE=1 SV=3,FYN,1.0020E+8,9.5977E+7,1.0021E+8,1.0164E+8,8.6349E+7,9.0078E+7,1.0024E+8,1.3684E+8,1.3588E+8,9.2317E+7,9.6539E+7,9.0469E+7,9.5230E+7,9.3303E+7,1.0046E+8,9.6549E+7,9.4750E+7,1.0580E+8,9.9820E+7,9.7445E+7,1.0711E+8,9.3142E+7,9.2313E+7,1.0227E+8,9.5045E+7,9.7211E+7,8.2197E+7,9.4417E+7,9.1661E+7,1.0628E+8,1.1388E+8,9.2478E+7,9.7763E+7,9.7062E+7,8.3992E+7,9.5815E+7,1.0372E+8,1.0388E+8,1.1858E+8,8.9474E+7,1.0444E+8,1.0393E+8,1.0381E+8,9.9584E+7,9.3770E+7,1.0294E+8,1.0218E+8,1.0609E+8
sp|P10768|ESTD_HUMAN,S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2,ESD,2.2462E+6,2.6747E+6,3.7554E+6,3.8510E+6,4.0054E+6,3.6435E+6,3.5570E+6,5.8458E+6,2.9806E+6,2.9008E+6,2.0769E+6,1.8895E+6,8.9648E+5,8.1147E+5,2.7391E+6,3.6148E+6,3.1581E+6,3.1046E+6,3.0351E+6,2.2471E+6,2.1510E+6,1.6819E+6,3.5871E+6,2.1668E+6,3.2830E+6,3.3751E+6,1.8041E+6,1.9602E+6,3.2800E+6,3.7176E+6,2.7329E+6,3.2747E+6,1.9714E+6,2.7591E+6,3.7718E+6,2.0523E+6,1.8962E+6,3.6493E+6,2.4454E+6,2.4337E+6,2.7770E+6,2.2676E+6,3.2016E+6,3.5268E+6,3.0521E+6,2.9998E+6,3.5743E+6,2.5853E+6
sp|P35573|GDE_HUMAN,Glycogen debranching enzyme OS=Homo sapiens OX=9606 GN=AGL PE=1 SV=3,AGL,3.7659E+5,2.2191E+6,2.7624E+5,8.8603E+5,7.0138E+5,6.5999E+5,2.2121E+5,1.3286E+6,2.3220E+6,2.4266E+5,3.6091E+5,2.0578E+5,4.8656E+5,6.6301E+5,8.7576E+4,2.2422E+5,1.0341E+5,2.2942E+5,5.2747E+5,2.9207E+5,2.5828E+5,2.3674E+6,3.0904E+5,3.0293E+5,2.7526E+5,2.0036E+5,4.8485E+5,8.0652E+5,2.7930E+5,2.9716E+5,2.3063E+5,5.1067E+5,1.1935E+5,1.0909E+5,2.2469E+5,2.1997E+5,2.2576E+5,4.9040E+5,2.8017E+5,2.2776E+5,3.2508E+5,1.7416E+5,1.7887E+5,2.4502E+5,2.0293E+5,2.3426E+5,4.4367E+5,1.5182E+5
sp|P62851|RS25_HUMAN,40S ribosomal protein S25 OS=Homo sapiens OX=9606 GN=RPS25 PE=1 SV=1,RPS25,6.9463E+5,3.4293E+5,8.8860E+4,4.9779E+5,3.5323E+5,6.2518E+5,2.0427E+5,1.9595E+6,4.6657E+5,3.6431E+5,5.7137E+5,6.8053E+5,4.2209E+5,5.0824E+5,4.1268E+4,5.6652E+4,2.3729E+5,1.6168E+5,2.5402E+5,5.3822E+4,1.0209E+6,4.9605E+5,1.0250E+5,1.0498E+5,7.3365E+4,1.5053E+5,0.0000E+0,2.2092E+5,4.9452E+4,2.1058E+5,7.5665E+2,1.4560E+4,5.2534E+3,1.0202E+5,3.2174E+5,8.8720E+4,7.4236E+5,6.6166E+5,7.3649E+3,7.3296E+4,5.5116E+4,6.6783E+4,0.0000E+0,2.1910E+5,1.8425E+5,3.5842E+4,3.4735E+5,3.4652E+5
sp|Q8IXS2|DRC2_HUMAN,Dynein regulatory complex subunit 2 OS=Homo sapiens OX=9606 GN=CCDC65 PE=1 SV=2,CCDC65,1.2853E+7,9.6844E+6,2.0539E+6,7.6276E+6,4.9521E+6,3.7800E+7,5.7421E+6,6.3897E+7,4.5206E+7,6.9989E+6,5.4223E+6,1.3664E+7,4.1810E+6,1.0909E+7,6.2352E+6,3.1908E+6,3.5145E+6,2.8469E+6,3.8397E+6,2.8987E+6,9.0755E+6,1.9367E+7,2.6665E+6,2.7980E+6,4.2278E+6,2.6447E+6,1.4460E+7,1.0917E+7,8.0628E+5,4.6486E+6,7.6937E+5,9.7006E+5,2.7674E+6,9.8558E+5,9.4287E+6,9.7474E+5,5.0790E+6,1.1840E+7,1.3128E+6,2.3159E+6,3.0558E+6,4.6106E+6,7.3092E+6,9.5217E+6,3.8350E+6,1.5117E+6,2.3639E+6,1.0848E+6
sp|Q9H0E2|TOLIP_HUMAN,Toll-interacting protein OS=Homo sapiens OX=9606 GN=TOLLIP PE=1 SV=1,TOLLIP,1.0517E+7,1.1238E+7,9.9650E+6,8.1811E+6,1.5248E+7,2.6019E+7,6.4080E+6,4.1747E+7,3.7672E+7,1.0805E+7,1.0130E+7,1.7049E+7,1.6656E+7,9.7392E+6,7.8884E+6,7.4352E+6,6.5592E+6,5.1216E+6,8.6320E+6,6.4643E+6,6.4345E+6,9.9307E+6,7.9220E+6,8.5741E+6,4.4139E+6,6.6391E+6,1.7881E+7,1.3496E+7,5.0198E+6,7.1173E+6,8.5344E+6,5.6904E+6,9.2427E+6,8.5782E+6,1.1757E+7,6.8570E+6,5.3551E+6,6.4305E+6,4.2618E+6,5.4800E+6,4.8184E+6,6.2971E+6,7.0701E+6,5.4259E+6,8.5272E+6,7.3719E+6,7.2635E+6,7.7794E+6
sp|Q9UHD8|SEPT9_HUMAN,Septin-9 OS=Homo sapiens OX=9606 GN=SEPTIN9 PE=1 SV=2,SEPTIN9,5.5136E+6,5.1949E+6,4.1664E+6,6.3344E+6,5.5028E+6,3.8248E+6,4.8288E+6,1.0890E+9,9.0036E+6,4.7416E+6,6.3862E+6,5.8038E+6,5.5054E+6,5.2060E+6,5.2250E+6,4.7960E+6,4.8669E+6,5.8190E+6,4.9973E+6,4.7405E+6,4.5242E+6,6.4861E+6,4.7173E+6,6.4725E+6,5.7544E+6,5.7446E+6,6.7347E+6,5.6361E+6,3.7853E+6,5.0202E+6,4.2361E+6,4.3841E+6,4.9533E+6,5.2480E+6,3.9955E+6,5.7342E+6,4.0553E+6,5.8784E+6,5.3292E+6,6.1302E+6,6.5152E+6,5.3743E+6,6.4861E+6,5.5731E+6,6.5171E+6,5.6606E+6,6.2696E+6,4.5772E+6
sp|Q9Y5R8|TPPC1_HUMAN,Trafficking protein particle complex subunit 1 OS=Homo sapiens OX=9606 GN=TRAPPC1 PE=1 SV=1,TRAPPC1,1.3191E+6,9.6929E+5,2.6972E+6,2.5513E+6,1.9483E+6,2.0501E+6,1.2503E+6,2.2268E+7,4.0725E+6,3.2249E+6,2.0824E+6,2.6539E+6,2.3579E+6,2.8683E+6,1.2752E+6,1.7169E+6,1.8269E+6,1.8119E+6,2.9769E+6,1.7696E+6,5.5768E+6,1.3358E+6,1.8636E+6,2.3780E+6,1.6500E+6,2.6381E+6,4.4457E+6,2.4976E+6,1.6864E+6,1.5564E+6,2.3268E+6,1.6062E+6,1.3068E+6,1.7406E+6,5.0713E+6,1.8138E+6,2.6931E+6,4.5589E+6,1.5679E+6,1.1153E+6,1.7529E+6,1.8303E+6,1.9354E+6,2.8985E+6,2.3649E+6,1.6068E+6,1.8994E+6,2.9565E+6
sp|O14979|HNRDL_HUMAN,Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3,HNRNPDL,1.8742E+6,8.8248E+5,1.2837E+6,1.8711E+6,2.0828E+6,2.1338E+6,1.1122E+6,4.9772E+6,2.6921E+6,1.7935E+6,2.1576E+6,1.3609E+6,1.9689E+6,2.6870E+6,8.1141E+5,8.2473E+5,1.1445E+6,7.2397E+5,2.1314E+6,9.6087E+5,7.4859E+5,2.1317E+6,1.0382E+6,7.5726E+5,7.7395E+5,8.2067E+5,1.4406E+6,2.8575E+6,1.0352E+6,1.1933E+6,9.1371E+5,8.4046E+5,8.3969E+5,7.5657E+5,8.4346E+5,9.3895E+5,1.4090E+6,3.1552E+6,7.6313E+5,8.6444E+5,1.1707E+6,6.0141E+5,1.0972E+6,1.2277E+6,8.4399E+5,7.1675E+5,8.1992E+5,1.0915E+6
sp|O60488|ACSL4_HUMAN,Long-chain-fatty-acid--CoA ligase 4 OS=Homo sapiens OX=9606 GN=ACSL4 PE=1 SV=2,ACSL4,7.6789E+7,5.6583E+7,2.6364E+7,3.8236E+7,1.2704E+8,8.4559E+7,3.3262E+7,2.5566E+8,1.2736E+8,5.6552E+7,5.9869E+7,4.9517E+7,4.6429E+7,4.0459E+7,3.3079E+7,3.2609E+7,1.5143E+7,1.4776E+7,4.8719E+7,1.9473E+7,3.7342E+7,8.3316E+7,3.2534E+7,1.8636E+7,2.4193E+7,2.4560E+7,9.9335E+7,5.9573E+7,2.3182E+7,3.1981E+7,2.0143E+7,8.0679E+6,2.8907E+7,2.0216E+7,3.1972E+7,1.8708E+7,2.8360E+7,1.4194E+8,2.5608E+7,3.4893E+7,2.2224E+7,2.8613E+7,3.7673E+7,3.4713E+7,4.4260E+7,1.6001E+7,1.5864E+7,2.5709E+7
sp|O75821|EIF3G_HUMAN,Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens OX=9606 GN=EIF3G PE=1 SV=2,EIF3G,1.2853E+6,8.8034E+5,1.8828E+6,2.1120E+6,1.5999E+6,3.9277E+6,2.5041E+6,2.5193E+6,7.5262E+6,4.8654E+6,2.0261E+6,2.1695E+6,2.5554E+6,2.5304E+6,2.1343E+6,2.0168E+6,1.0593E+6,1.1772E+6,1.2925E+6,1.7594E+6,2.6649E+6,1.6074E+6,8.5835E+5,1.8778E+6,5.9579E+5,1.2103E+6,3.6997E+6,3.0592E+6,2.0936E+6,1.4538E+6,1.4432E+6,1.3192E+6,1.1796E+6,9.7221E+5,1.4969E+6,1.4174E+6,2.0029E+6,1.7523E+6,1.6918E+6,8.0481E+5,1.5673E+6,1.2105E+6,1.4630E+6,2.0485E+6,1.9289E+6,1.0560E+6,1.6725E+6,1.6571E+6
sp|P05019|IGF1_HUMAN,Insulin-like growth factor I OS=Homo sapiens OX=9606 GN=IGF1 PE=1 SV=1,IGF1,4.5695E+6,2.5137E+6,4.5883E+6,9.5633E+6,4.6586E+6,3.2493E+7,2.1735E+6,1.2883E+7,1.8146E+7,1.5611E+7,4.7912E+6,6.3066E+6,6.4338E+6,6.1473E+6,2.1261E+6,3.3397E+6,4.4004E+6,2.4371E+6,5.3036E+6,2.2718E+6,9.7253E+6,7.6046E+6,3.7189E+6,2.1779E+6,2.3215E+6,1.5575E+6,1.5102E+7,5.9425E+6,7.8057E+6,6.4011E+6,3.6077E+6,2.0182E+6,3.5709E+6,2.8668E+6,7.0667E+6,1.5961E+6,2.1123E+6,1.0124E+7,1.2932E+6,2.8427E+6,1.0366E+6,2.8030E+6,1.8539E+6,5.2385E+6,1.4615E+6,7.3139E+5,7.2619E+5,1.4724E+6
sp|P15498|VAV_HUMAN,Proto-oncogene vav OS=Homo sapiens OX=9606 GN=VAV1 PE=1 SV=4,VAV1,4.1121E+7,1.4262E+7,5.4237E+6,7.0559E+6,1.0576E+7,3.4242E+7,4.0821E+6,9.0429E+7,3.5831E+7,5.3131E+6,1.6671E+7,1.0778E+7,7.3701E+6,6.7447E+6,6.7939E+6,7.8397E+6,3.7125E+6,5.9047E+6,4.8966E+6,4.5732E+6,1.5964E+7,6.9936E+6,6.5954E+6,6.4519E+6,3.8538E+6,9.7405E+6,1.7933E+7,4.2024E+6,3.8929E+6,6.6373E+6,5.0066E+6,4.5239E+6,5.9590E+6,3.4507E+6,6.2731E+6,5.1239E+6,7.8741E+6,1.5559E+7,6.1461E+6,4.2875E+6,6.2712E+6,1.0468E+7,5.4556E+6,9.7180E+6,9.8384E+6,6.2322E+6,5.4114E+6,6.6201E+6
sp|P22392|NDKB_HUMAN,Nucleoside diphosphate kinase B OS=Homo sapiens OX=9606 GN=NME2 PE=1 SV=1,NME2,3.5840E+7,6.2448E+7,6.2545E+7,5.5234E+7,6.0741E+7,5.0412E+7,5.7031E+7,6.9564E+7,5.2883E+7,4.3640E+7,3.7432E+7,3.7105E+7,3.0758E+7,3.1955E+7,4.6213E+7,5.3885E+7,5.2777E+7,4.9444E+7,5.6843E+7,4.6390E+7,3.5901E+7,2.6829E+7,4.2885E+7,4.3417E+7,5.5389E+7,6.5949E+7,4.0826E+7,4.3647E+7,4.6767E+7,5.6506E+7,6.0189E+7,7.1313E+7,2.3776E+7,4.7112E+7,4.1796E+7,4.8242E+7,4.3908E+7,5.7766E+7,3.8142E+7,5.3410E+7,5.4556E+7,3.7129E+7,5.6937E+7,4.8769E+7,5.1592E+7,5.6180E+7,6.5073E+7,3.9030E+7
sp|P50570|DYN2_HUMAN,Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2 PE=1 SV=2,DNM2,8.3494E+7,9.7249E+7,4.1608E+7,9.2709E+8,5.3455E+7,1.1868E+8,4.1306E+7,6.8729E+9,4.9804E+9,5.7594E+7,1.8443E+9,3.1076E+7,1.1781E+9,3.7312E+7,5.4304E+7,4.0952E+7,2.8320E+7,2.9561E+7,5.6251E+7,3.0646E+7,1.0831E+9,1.5130E+8,3.7420E+7,3.0982E+8,4.6586E+7,4.0115E+7,6.0651E+7,5.7801E+8,3.9566E+7,8.3074E+7,3.7469E+7,3.4601E+7,2.8971E+7,3.0222E+7,3.4880E+7,2.7544E+7,3.1758E+7,6.5484E+7,3.3184E+8,4.1445E+7,4.8301E+7,6.5804E+7,4.3673E+7,3.8079E+7,3.0696E+7,3.7236E+7,4.2309E+7,3.0299E+8
sp|P61803|DAD1_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Homo sapiens OX=9606 GN=DAD1 PE=1 SV=3,DAD1,1.6612E+6,2.1347E+6,1.3955E+6,9.9397E+5,1.1580E+6,1.8757E+6,2.6427E+6,3.0672E+6,1.0811E+6,4.7758E+6,2.6750E+6,3.5831E+6,3.3487E+6,4.2133E+6,1.4740E+6,3.0390E+6,2.5966E+6,2.4648E+6,3.8408E+6,3.0028E+6,1.2191E+6,2.7861E+6,1.7413E+6,2.8532E+6,2.4888E+6,1.3681E+6,1.3934E+6,3.2624E+6,2.0147E+6,1.9390E+6,2.0771E+6,2.1436E+6,3.0642E+6,2.2196E+6,2.5388E+6,2.3758E+6,9.6561E+5,1.2562E+6,2.5641E+6,2.0709E+6,1.8227E+6,2.2319E+6,1.0755E+6,9.1531E+5,1.5795E+6,2.9577E+6,2.8128E+6,2.2741E+6
sp|P62826|RAN_HUMAN,GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3,RAN,1.3750E+8,1.6614E+8,7.9111E+7,1.5619E+8,1.5467E+8,2.7899E+8,1.0966E+8,5.7855E+8,3.2643E+8,1.7068E+8,7.8022E+7,9.0666E+7,8.0814E+7,8.1298E+7,1.0168E+8,9.8564E+7,8.9479E+7,8.0795E+7,1.3200E+8,5.5278E+7,1.5354E+8,1.8485E+8,1.0668E+8,6.1474E+7,6.3666E+7,8.1539E+7,6.2265E+8,2.9765E+8,5.8263E+7,1.2037E+8,7.3853E+7,6.6836E+7,1.4814E+8,1.0458E+8,9.6429E+7,8.4243E+7,1.1758E+8,3.3297E+8,7.0891E+7,7.5127E+7,7.8842E+7,6.4337E+7,1.0815E+8,1.5417E+8,8.3647E+7,5.6682E+7,7.2612E+7,8.8963E+7
sp|Q00722|PLCB2_HUMAN,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2 OS=Homo sapiens OX=9606 GN=PLCB2 PE=1 SV=2",PLCB2,1.9018E+6,1.0817E+6,9.8706E+5,1.3041E+6,2.6426E+6,2.2944E+6,1.9862E+6,4.6177E+6,2.0868E+6,9.3927E+5,2.3044E+6,1.8992E+6,2.7347E+6,1.5765E+6,1.6427E+6,1.2058E+6,1.3433E+6,3.9319E+5,1.0646E+6,1.4655E+6,1.1933E+6,1.2821E+6,1.3879E+6,1.3221E+6,1.3915E+6,1.8258E+6,1.6309E+6,1.6650E+6,1.1676E+6,1.2001E+6,1.3414E+6,1.0448E+6,1.7493E+6,1.5294E+6,1.5492E+6,1.8326E+6,1.0930E+6,2.6938E+6,1.6585E+6,3.1118E+6,8.8754E+5,2.5224E+6,3.7900E+6,1.1279E+6,1.3714E+6,1.3741E+6,1.3469E+6,9.6832E+5
sp|Q01668|CAC1D_HUMAN,Voltage-dependent L-type calcium channel subunit alpha-1D OS=Homo sapiens OX=9606 GN=CACNA1D PE=1 SV=2,CACNA1D,2.1916E+5,0.0000E+0,4.6375E+5,2.0926E+4,0.0000E+0,1.0896E+6,1.5293E+5,6.3404E+5,1.2508E+5,1.4496E+6,2.3050E+5,9.9765E+4,7.0202E+4,2.5527E+5,2.0293E+5,4.1514E+5,1.4380E+4,4.9113E+4,1.0659E+6,8.4013E+5,1.3324E+5,2.9462E+5,8.3078E+4,1.3623E+6,7.6256E+4,9.1162E+3,1.0748E+6,7.2944E+5,9.1673E+5,7.3230E+5,4.1127E+5,7.1454E+4,6.8418E+4,5.9644E+5,0.0000E+0,4.3077E+5,2.0583E+5,2.1132E+5,1.2061E+5,1.2509E+5,7.6438E+4,8.3453E+4,6.7407E+5,6.7318E+5,4.7023E+5,1.3446E+5,5.9041E+5,3.0938E+4
